ID;Authors;Article Title;DOI;DOI Link;Supply/demand CES;CES services type original;Initial variables;Final Variables;Most contributing variable;Models used;Best Model;Presence/Abundance model;Original pixel size;Pixel size resampled;Temporality;Social media source data;Type of social media data;Spatial cover;Protect area;Country;Area name;Ecosystem type 1;Ecosystem type 2;Ecosystem type 3;Evaluate changes over time;Excluir;Metrics;Variables Standardized;Type;Variables Originales;Level3;Level2;Level1;CES;IPBES
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;distance to marine protected areas ;distance to marine protected areas ;distance to marine protected areas ;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);marine protected areas;Distance;distance to marine protected areas ;Protected Areas;Protected Areas;Land management;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;density of minor roads and tracks ;density of minor roads and tracks ;density of minor roads and tracks ;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);roads;Density;density of minor roads and tracks ;Roads and Paths;Accessibility;Anthropic elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;distance to state roads;distance to state roads;distance to state roads;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);roads;Distance;distance to state roads;Roads and Paths;Accessibility;Anthropic elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;topographic rugosity;topographic rugosity;topographic rugosity;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);rugosity;Other;topographic rugosity;Topographical Variables;Natural Environment;Natural elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;distance to settlements, western ;distance to settlements, western ;distance to settlements, western ;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);settlements;Distance;distance to settlements, western ;Urban settlement;Infrastructure;Anthropic elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;distance to urban area;distance to urban area;distance to urban area;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);urban areas;Distance;distance to urban area;Urban settlement;Infrastructure;Anthropic elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;vegetation richness;vegetation richness;vegetation richness;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);vegetation richness;Richness;vegetation richness;Flora;Natural Environment;Natural elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Learning;distance to waterfalls;distance to waterfalls;distance to waterfalls;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);waterfalls;Distance;distance to waterfalls;Water;Natural Environment;Natural elements;Environmental education;Learning and inspiration
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to aboriginal communities ;distance to aboriginal communities ;distance to aboriginal communities ;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);aboriginal communities;Distance;distance to aboriginal communities ;Cultural and Historical Heritage;Cultural and Historical Heritage;Anthropic elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;coast distance;coast distance;coast distance;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);coast;Distance;coast distance;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;density of coastal geomorphology;density of coastal geomorphology;density of coastal geomorphology;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);coast;Density;density of coastal geomorphology;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;coastline complexity length;coastline complexity length;coastline complexity length;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);coast;Length;coastline complexity length;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to coastal access;distance to coastal access;distance to coastal access;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);coast;Distance;distance to coastal access;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to geological features;distance to geological features;distance to geological features;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);geological features;Distance;distance to geological features;Geology;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;presence of indigenous protected areas;presence of indigenous protected areas;presence of indigenous protected areas;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);indigenous protected areas;Presence;presence of indigenous protected areas;Protected Areas;Protected Areas;Land management;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to indigenous protected areas;distance to indigenous protected areas;distance to indigenous protected areas;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);indigenous protected areas;Distance;distance to indigenous protected areas;Protected Areas;Protected Areas;Land management;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to inland water;distance to inland water;distance to inland water;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);inland water;Distance;distance to inland water;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to island;distance to island;distance to island;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);island;Distance;distance to island;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;distance to mainland;distance to mainland;distance to mainland;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);mainland;Distance;distance to mainland;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
14;"Daymond, T; Andrew, ME; Kobryn, HT";Crowdsourcing social values data: Flickr and public participation GIS provide different perspectives of ecosystem services in a remote coastal region;10.1016/j.ecoser.2023.101566;http://dx.doi.org/10.1016/j.ecoser.2023.101566;Supply;Nature-based tourism;presence of marine protected areas ;presence of marine protected areas ;presence of marine protected areas ;MaxEnt;MaxEnt;Presence;2000;;2005-2013;Flickr;Geolocated photos;Regional;yes;Australia;Kimberley region;Savanna;;;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);marine protected areas;Presence;presence of marine protected areas ;Protected Areas;Protected Areas;Land management;Recreation;Physical and psychological experiences
